Index,Type,Case Number,Intelligence Number,Transaction_Fraud Payment,IR_Fraud Payment,GroundTruth_Fraud Payment,Transaction ID,Found in Source,Transaction_Located,Found in IR,IR_Can Be Located,GroundTruth_Can Be Located,IR_Suspect Number,GroundTruth_Suspect Number,Transaction_Transaction Date (value),Source_Transaction Date (value),IR_Transaction Date (value),GroundTruth_Transaction Date (value),Transaction_Originating Amount,Source_Originating Amount,IR_Originating Amount,GroundTruth_Originating Amount,Transaction_Originating Currency,Source_Originating Currency,IR_Originating Currency,GroundTruth_Originating Currency,Source_Cancel Amount Requested,GroundTruth_Cancel Amount Requested,Transaction_Originator Name,Source_Originator Name,IR_Originator Name,GroundTruth_Originator Name,Transaction_Originator Account Number,Source_Originator Account Number,IR_Originator Account Number,GroundTruth_Originator Account Number,Transaction_Originator Bank Raw,Source_Originator Bank Raw,IR_Originator Bank Raw,GroundTruth_Originator Bank Raw,Transaction_Beneficiary Name,Source_Beneficiary Name,IR_Beneficiary Name,GroundTruth_Beneficiary Name,Transaction_Beneficiary Account Number,Source_Beneficiary Account Number,IR_Beneficiary Account Number,GroundTruth_Beneficiary Account Number,Transaction_Beneficiary Bank Raw,Source_Beneficiary Bank Raw,IR_Beneficiary Bank Raw,GroundTruth_Beneficiary Bank Raw,Transaction Type Source,Transaction Code Description,Source_Transaction Channel,IR_Transaction Channel,GroundTruth_Transaction Channel,Source Remarks,Remarks,Q1
67,Police Letter,12,2,2,2,2,40a3a6a4-78d6-4031-aa6c-7b536057a13f,True,True,True,True,True,1,1,2024-07-17 00:00:00,2024-07-17 00:00:00,2024-07-17 00:00:00,2024-07-17 00:00:00,9000,9000,9000,9000,HKD,HKD,HKD,HKD,,,,,,,,CASH,,,,CASH,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
68,Police Letter,12,3,3,3,3,798d401c-512f-4779-8a01-a46353179106,True,True,True,True,True,1,1,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,40000,40000,40000,40000,HKD,HKD,HKD,HKD,,,,,,,,CASH,,,,CASH,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
70,Police Letter,14,1,1,1,1,78bdb275-f43e-4cab-ae02-05b2e901740f,True,True,True,True,True,1,1,2024-07-26 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,10000,10000,10000,10000,HKD,HKD,HKD,HKD,,,YEUNG KAI,,YEUNG KAI,YEUNG KAI,66666666601,66666666601,66666666601,66666666601,China Construction Bank (Asia) Corporation Limited,CCB,China Construction Bank (Asia) Corporation Limited,China Construction Bank (Asia) Corporation Limited,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
72,Police Letter,14,3,2,2,2,26b04c08-dcd9-41e8-a77d-ec8174c7d234,True,True,True,True,True,1,1,2024-07-28 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,17000,17000,17000,17000,HKD,HKD,HKD,HKD,,,,,,,,CASH,,,,CASH,,,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
75,Police Letter,14,6,4,4,4,905d7e4e-379f-4e59-b9e0-11e42133bf0f,True,True,True,True,True,1,1,2024-07-27 00:00:00,2024-07-27 00:00:00,2024-07-27 00:00:00,2024-07-27 00:00:00,20000,20000,20000,20000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HSB,HSB,HSB,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,,,,,
76,Police Letter,14,6,5,5,5,e49a2f3d-3397-4d11-a41f-a95362c1c8d0,True,True,True,True,True,1,1,2024-07-27 00:00:00,2024-07-27 00:00:00,2024-07-27 00:00:00,2024-07-27 00:00:00,35000,35000,35000,35000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HSB,HSB,HSB,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,,,,,
87,Police Letter,17,1,1,1,1,608d2b3b-f702-4fc2-b41b-a951759eba1a,True,True,True,True,True,1,1,2024-07-16 00:00:00,2024-07-16 00:00:00,2024-07-16 00:00:00,2024-07-16 00:00:00,40000,40000,40000,40000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,Heng Sang Bank,,Hang Seng Bank,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,,,,,
88,Police Letter,17,2,2,2,2,2f5191a3-068e-4373-8f3b-cbdd733e705f,True,True,True,True,True,1,1,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,40500,40500,40500,40500,HKD,HKD,HKD,HKD,,,YAN MEI MEI,,YAN,YAN MEI MEI,222-222222-102,222-222222-102,222-222222-102,222-222222-102,,Heng Sang Bank,,Hang Seng Bank,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
89,Police Letter,17,3,3,3,3,91603107-6c5c-46a3-b501-cb5bbe45fcaf,True,True,True,True,True,1,1,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,90000,90000,90000,90000,HKD,HKD,HKD,HKD,,,,,,,,CASH,,,,CASH,,,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
92,Police Letter,18,3,2,2,2,4eda1a60-a5d2-4ff7-a26c-13bbb83c8db1,True,True,True,True,True,1,1,2024-12-10 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,1500,1500,1500,1500,HKD,HKD,HKD,HKD,,,YAN MEI MEI,,YAN MEI MEI,YAN MEI MEI,444-4444444-102,444-4444444-102,444-4444444-102,444-4444444-102,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,"CHAN, TAIMAN",CHAN TAI MAN,CHAN,"CHAN, TAIMAN",111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
94,Police Letter,18,5,1,1,1,9fea0195-d3af-4ef5-aff8-0212bd82df1a,True,True,True,True,True,1,1,2024-12-10 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,5000,5000,5000,5000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,"CHAN, TAIMAN",CHAN TAI MAN,CHAN,"CHAN, TAIMAN",111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
99,Police Letter,21,2,2,2,2,7db023fd-e7a4-4f70-85b2-22b8e5c78ae6,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,144123,144123,144123,144123,HKD,HKD,HKD,HKD,,,TSANG SIU MING,,,TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,,HSBC,HSBC,HSBC,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,ATM,,ATM,"VTM transferred HK$5,000 (S/Ppty) via ATM transfer to WP's bank account as instructed.",,
157,Police Letter,28,2,1=7,1,1=7,c429a9b1-fd9b-429f-8e99-04ba777f1b0b,True,True,True,True,True,1,1,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,"MR CHAN, TAI MAN",CHAN TAI MAN,CHAN,"MR CHAN, TAI MAN",111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,,cash,cash,"a total of HK$1,149,000 into 11 bank accounts",,
158,Police Letter,28,2,2=8,2,2=8,116fd01f-e42f-4067-89b1-e7e386fa416e,True,True,True,True,True,2,2,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,MR CHUNG SIU,CHUNG SIU,CHUNG,MR CHUNG SIU,111-111111-102,111-111111-102,111-111111-102,111-111111-102,,,HASE,HASE,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,,cash,cash,"a total of HK$1,149,000 into 11 bank accounts",,
159,Police Letter,28,2,3=9,3,3=9,966eb655-4867-474b-9d57-2b5656b0b418,True,True,True,True,True,2,2,2024-12-31 00:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,MR CHUNG SIU,CHUNG SIU,CHUNG,MR CHUNG SIU,111-111111-102,111-111111-102,111-111111-102,111-111111-102,,,HASE,HASE,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,,cash,cash,"a total of HK$1,149,000 into 11 bank accounts",,
161,Police Letter,28,2,4=11,4,4=11,30b47b0b-53b0-4944-a42a-c3dfba7fc2bf,True,True,True,True,True,3,3,2024-12-31 00:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,MR CHIU YAN,CHIU YAN,CHIU,MR CHIU YAN,111-111111-103,111-111111-103,111-111111-103,111-111111-103,,,HASE,HASE,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,,cash,cash,"a total of HK$1,149,000 into 11 bank accounts",,
160,Police Letter,28,2,10,10,10,ec66fb6c-9a4f-42a0-b82a-804f5ff0ac4b,True,True,True,True,True,3,3,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,MR CHIU YAN,CHIU YAN,CHIU,MR CHIU YAN,111-111111-103,111-111111-103,111-111111-103,111-111111-103,,,HASE,HASE,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,,cash,cash,"a total of HK$1,149,000 into 11 bank accounts",,
162,Police Letter,28,2,,12,12,,True,False,True,False,False,4,4,,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,,10000,10000,10000,,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,,CHONG MAN,CHONG,CHONG MAN,,111-111111-104,111-111111-104,111-111111-104,,,HASE,HASE,,,,cash,cash,"a total of HK$1,149,000 into 11 bank accounts",,
177,Police Letter,30,10,6,6,6,af8a8e6c-ffa5-4f7f-9c0d-0ab158901ed9,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,30000,30000,30000,30000,HKD,HKD,HKD,HKD,,,,,Victim,,,Cash Deposit,,,,Cash Deposit,,,"MR      CHAN, TAIMAN",CHAN TAI MAN,CHAN,"MR CHAN, TAIMAN",111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HSB,HASE,HSB,ATMCCD,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,was deposit by cash,cash deposit,into HSB bank,,
186,Police Letter,31,6,1,1,1,5f631a24-86b5-4572-bec7-0d1663525a75,True,True,True,True,True,1,1,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-02-04 00:00:00,110555,110555,110555,110555,C,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,China Construction Bank (Asia) Corporation Limited,CHINA CONSTRUCTION BANK,CCBA,China Construction Bank (Asia) Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,a total of HK$735559 into XX bank accounts,,
187,Police Letter,31,6,2,2,2,d2d5de52-a25a-441d-863c-bc3e9c98cc1e,True,True,True,True,True,1,1,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-02-04 00:00:00,50000,50000,50000,50000,C,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,China Construction Bank (Asia) Corporation Limited,CHINA CONSTRUCTION BANK,CCBA,China Construction Bank (Asia) Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,a total of HK$735559 into XX bank accounts,,
188,Police Letter,31,6,3,3,3,4350270b-a05a-4161-947a-1a51bc254666,True,True,True,True,True,1,1,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-02-05 00:00:00,200000,200000,200000,200000,C,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,China Construction Bank (Asia) Corporation Limited,CHINA CONSTRUCTION BANK,CCBA,China Construction Bank (Asia) Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,a total of HK$735559 into XX bank accounts,,
189,Police Letter,31,6,4,4,4,d20e4d67-3a22-42fc-bbf9-8b1817d52600,True,True,True,True,True,1,1,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-02-05 00:00:00,200000,200000,200000,200000,C,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,666-666666-101,666-666666-101,666-666666-101,666-666666-101,DBS Bank (Hong Kong) Ltd.,DBS BANK,DBS,DBS Bank (Hong Kong) Ltd.,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,a total of HK$735559 into XX bank accounts,,
191,Police Letter,32,1,,1,1,,True,False,True,False,False,1,1,,2024-08-15 00:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,,5000,5000,5000,,HKD,HKD,HKD,,,,,CHAN,,,333-333333-101,333-333333-101,333-333333-101,,HSB,HSB,HSB,,CHAN TAI MAN,CHAN,CHAN TAI MAN,,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,,,,,,,,
199,Police Letter,33,4,5,5,5,1e143721-d80d-48a1-a873-c78632202e6d,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,20000,20000,20000,20000,HKD,HKD,HKD,HKD,,,TAN FUNG,,TAN FUNG,TAN FUNG,444-4444444-103,444-4444444-103,444-4444444-103,444-4444444-103,Bank of China (Hong Kong) Limited,BOC,BOC,Bank of China (Hong Kong) Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
200,Police Letter,33,5,1,1,1,034ff55d-7ab5-4bb3-b785-0590ce9192aa,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2024-01-03 00:00:00,2025-01-03 00:00:00,49553,49553,49553,49553,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,,HSBC,HSBC,HSBC,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
201,Police Letter,33,6,6,6,6,9bae4116-9fa2-466a-8c68-43de9c247dff,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,4000,4000,4000,4000,HKD,HKD,HKD,HKD,,,PANG YA SHI,,PANG YA SHI,PANG YA SHI,444-4444444-104,444-4444444-104,444-4444444-104,444-4444444-104,Bank of China (Hong Kong) Limited,BOC,BOC,Bank of China (Hong Kong) Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
233,Police Letter,38,5,3,3,3,5b269966-e726-42fa-a980-4227e78c3706,True,True,True,True,True,1,1,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,10000,10000,10000,10000,HKD,HKD,HKD,HKD,,,TAN FUNG,,TAN FUNG,TAN FUNG,444-4444444-103,444-4444444-103,444-4444444-103,444-4444444-103,Bank of China (Hong Kong) Limited,BOC,Bank of China (Hong Kong) Limited,Bank of China (Hong Kong) Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,FPS,,FPS,,,
234,Police Letter,38,6,2,2,2,68da62b3-dfb7-4421-940d-ac999f8fd6f9,True,True,True,True,True,1,1,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,150000,150000,150000,150000,HKD,HKD,HKD,HKD,,,YAN MEI MEI,,YAN MEI MEI,YAN MEI MEI,444-4444444-102,444-4444444-102,444-4444444-102,444-4444444-102,Bank of China (Hong Kong) Limited,BOC,Bank of China (Hong Kong) Limited,Bank of China (Hong Kong) Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
253,Police Letter,40,2,1,1,1,991983d6-a911-441b-a724-3619aec754d1,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,3000,3000,3000,3000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,ZA Bank Limited,ZA Bank,ZA Bank Limited,ZA Bank Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
256,Police Letter,42,2,2,2,2,ffaf1edd-31c0-4935-80f1-5914c613fe3e,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2200,2200,2200,2200,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HSB,HASE,HSB,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,"VTM transferred HK$12,200 to a HSB A/C as guarantee fee.",,
257,Police Letter,42,2,3,3,3,6187d877-560f-4700-8c98-f5efe1064ee2,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,10000,10000,10000,10000,HKD,HKD,HKD,HKD,,,,,,,,Cash,,,,Cash,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HSB,HASE,HSB,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,"VTM transferred HK$12,200 to a HSB A/C as guarantee fee.",,
258,Police Letter,42,3,4,4,4,cc3b9838-ace5-47fc-9f92-34c8977d89b4,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,30000,30000,30000,30000,HKD,HKD,HKD,HKD,,,YAN MEI MEI,,YAN,YAN MEI MEI,222-222222-102,222-222222-102,222-222222-102,222-222222-102,,HSB,HASE,HSB,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
259,Police Letter,42,3,5,5,5,a6631ec4-19b6-41d6-a3e8-39b8c67ec756,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,42000,42000,42000,42000,HKD,HKD,HKD,HKD,,,YAN MEI MEI,,YAN,YAN MEI MEI,222-222222-102,222-222222-102,222-222222-102,222-222222-102,,HSB,HASE,HSB,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,,,,,
261,Police Letter,43,2,1,1,1,74a2ff0a-8532-4f51-a9e4-8c13d12d5d75,True,True,True,False,True,1,1,2024-12-09 00:00:00,2024-12-09 00:00:00,2024-12-09 00:00:00,2024-12-09 00:00:00,89967,89967,89967,89967,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HSB,HASE,HSB,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,"a total of HK$187,967 into HSB and HSBC accounts",,
267,Police Letter,44,2,2,2,2,dfb11279-3781-4e00-80ab-5478cae3560c,True,True,True,True,True,1,1,2024-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,10000,10000,10000,10000,HKD,HKD,HKD,HKD,,,,,,,,Cash Deposit,,,,Cash Deposit,,,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
268,Police Letter,44,2,3,3,3,4a89daad-33f8-4bf4-b9cb-ccb5e51565fa,True,True,True,True,True,1,1,2024-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,6100,6100,6100,6100,HKD,HKD,HKD,HKD,,,,,,,,Cash Deposit,,,,Cash Deposit,,,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
269,Police Letter,44,2,4,4,4,8cd26579-2f89-41b3-9cfe-18d65a3118df,True,True,True,True,True,1,1,2024-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,500,500,500,500,HKD,HKD,HKD,HKD,,,,,,,,Cash Deposit,,,,Cash Deposit,,,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
270,Police Letter,44,3,5,5,5,3f32849e-e06c-47dd-b678-e4e619a6e6f2,True,True,True,True,True,1,1,2024-12-23 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,5000,5000,5000,5000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HSB,HASE,HSB,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
